2014,county,species,mean_birds,rank_birds,% gardens,
EERO,Bedfordshire,Kestrel,0.002,55,0.19,
EERO,Bedfordshire,Herring gull,0.001,56,0.09,
EERO,Bedfordshire,Raven,0.001,57,0.14,
EERO,Bedfordshire,Brambling,0.001,58,0.09,
EERO,Bedfordshire,Little owl,0.001,59,0.09,
EERO,Bedfordshire,Willow tit,0.001,60,0.09,
EERO,Bedfordshire,Black redstart,0,61,0.05,
EERO,Bedfordshire,Great black backed gull,0,62,0.05,
EERO,Bedfordshire,Hooded crow,0,63,0.05,
EERO,Bedfordshire,Barn owl,0,64,0,
EERO,Bedfordshire,Corn bunting,0,65,0,
EERO,Bedfordshire,Lapwing,0,66,0,
EERO,Bedfordshire,Lesser black backed gull,0,67,0,
EERO,Bedfordshire,Linnet,0,68,0,
EERO,Bedfordshire,Meadow pipit,0,69,0,
EERO,Bedfordshire,Ring necked parakeet,0,70,0,
EERO,Bedfordshire,Skylark,0,71,0,
EERO,Bedfordshire,Tawny owl,0,72,0,
EERO,Bedfordshire,Waxwing,0,73,0,
SERO,Berkshire,Blue tit,2.447,1,78.26,
SERO,Berkshire,House sparrow,2.085,2,39.28,
SERO,Berkshire,Woodpigeon,1.891,3,70.44,
SERO,Berkshire,Blackbird,1.738,4,80.25,
SERO,Berkshire,Starling,1.489,5,29.85,
SERO,Berkshire,Goldfinch,1.221,6,28.86,
SERO,Berkshire,Robin,1.209,7,76.59,
SERO,Berkshire,Great tit,1.159,8,53.18,
SERO,Berkshire,Magpie,1.039,9,52.93,
SERO,Berkshire,Collared dove,0.992,10,43.82,
SERO,Berkshire,Chaffinch,0.928,11,34.96,
SERO,Berkshire,Long tailed tit,0.708,12,20,
SERO,Berkshire,Dunnock,0.7,13,41.36,
SERO,Berkshire,Feral pigeon,0.5,14,14.57,
SERO,Berkshire,Greenfinch,0.449,15,17.6,
SERO,Berkshire,Coal tit,0.396,16,23.03,
SERO,Berkshire,Jackdaw,0.391,17,11.91,
SERO,Berkshire,Carrion crow,0.386,18,16.55,
SERO,Berkshire,Nuthatch,0.175,19,12.04,
SERO,Berkshire,Red Kite,0.173,20,8.49,
SERO,Berkshire,Great spotted woodpecker,0.151,21,12.36,
SERO,Berkshire,Song thrush,0.124,22,10.28,
SERO,Berkshire,Ring necked parakeet,0.122,23,3.3,
SERO,Berkshire,Redwing,0.117,24,3.39,
SERO,Berkshire,Wren,0.114,25,10.31,
SERO,Berkshire,Jay,0.076,26,5.73,
SERO,Berkshire,Rook,0.073,27,1.54,
SERO,Berkshire,Siskin,0.073,28,2.43,
SERO,Berkshire,Blackcap,0.069,29,5.89,
SERO,Berkshire,Pheasant,0.069,30,3.11,
SERO,Berkshire,Redpoll,0.046,31,1.57,
SERO,Berkshire,Common gull,0.041,32,1.25,
SERO,Berkshire,Fieldfare,0.039,33,1.25,
SERO,Berkshire,Pied wagtail,0.031,34,2.34,
SERO,Berkshire,Bullfinch,0.025,35,1.5,
SERO,Berkshire,Black headed gull,0.023,36,0.51,
SERO,Berkshire,Green woodpecker,0.023,37,2.27,
SERO,Berkshire,Tree sparrow,0.018,38,0.38,
SERO,Berkshire,Lesser spotted woodpecker,0.016,39,1.5,
SERO,Berkshire,Stock dove,0.015,40,0.96,
SERO,Berkshire,Reed bunting,0.014,41,0.67,
SERO,Berkshire,Goldcrest,0.012,42,0.93,
SERO,Berkshire,Sparrowhawk,0.011,43,1.06,
SERO,Berkshire,Herring gull,0.008,44,0.38,
SERO,Berkshire,Mallard,0.007,45,0.22,
SERO,Berkshire,Moorhen,0.007,46,0.35,
SERO,Berkshire,Red legged partridge,0.005,47,0.22,
SERO,Berkshire,Mistle thrush,0.005,48,0.38,
SERO,Berkshire,Marsh tit,0.004,49,0.42,
SERO,Berkshire,Buzzard,0.004,50,0.35,
SERO,Berkshire,Treecreeper,0.004,51,0.42,
SERO,Berkshire,Grey wagtail,0.004,52,0.35,
SERO,Berkshire,Willow tit,0.004,53,0.26,
SERO,Berkshire,Grey heron,0.003,54,0.32,
SERO,Berkshire,Lesser black backed gull,0.002,55,0.16,
SERO,Berkshire,Brambling,0.001,56,0.06,
SERO,Berkshire,Linnet,0.001,57,0.13,
SERO,Berkshire,Kestrel,0.001,58,0.1,
SERO,Berkshire,Chiffchaff,0.001,59,0.06,
SERO,Berkshire,Raven,0.001,60,0.03,
SERO,Berkshire,Tawny owl,0.001,61,0.06,
SERO,Berkshire,Yellowhammer,0.001,62,0.06,
SERO,Berkshire,Barn owl,0,63,0.03,
SERO,Berkshire,Corn bunting,0,64,0.03,
SERO,Berkshire,Lapwing,0,65,0.03,
SERO,Berkshire,Waxwing,0,66,0.03,
SERO,Berkshire,Black redstart,0,67,0,
SERO,Berkshire,Great black backed gull,0,68,0,
SERO,Berkshire,Grey partridge,0,69,0,
SERO,Berkshire,Hooded crow,0,70,0,
SERO,Berkshire,Little owl,0,71,0,
SERO,Berkshire,Meadow pipit,0,72,0,
SERO,Berkshire,Skylark,0,73,0,
Wales,Blaenau Gwent,House sparrow,6.402,1,64.29,
Wales,Blaenau Gwent,Jackdaw,2.77,2,54.05,
Wales,Blaenau Gwent,Blackbird,2.509,3,84.82,
Wales,Blaenau Gwent,Starling,2.161,4,22.32,
Wales,Blaenau Gwent,Chaffinch,1.75,5,45.54,
Wales,Blaenau Gwent,Blue tit,1.741,6,65.18,
Wales,Blaenau Gwent,Magpie,1.429,7,58.93,
Wales,Blaenau Gwent,Robin,1.411,8,78.57,
Wales,Blaenau Gwent,Great tit,1.241,9,44.64,
Wales,Blaenau Gwent,Long tailed tit,0.991,10,20.54,
Wales,Blaenau Gwent,Goldfinch,0.973,11,19.64,
Wales,Blaenau Gwent,Coal tit,0.92,12,41.96,
Wales,Blaenau Gwent,Collared dove,0.83,13,28.57,
Wales,Blaenau Gwent,Dunnock,0.83,14,38.39,
Wales,Blaenau Gwent,Carrion crow,0.811,15,28.38,
Wales,Blaenau Gwent,Greenfinch,0.571,16,19.64,
Wales,Blaenau Gwent,Woodpigeon,0.491,17,17.86,
Wales,Blaenau Gwent,Siskin,0.432,18,9.46,
Wales,Blaenau Gwent,Feral pigeon,0.297,19,6.76,
Wales,Blaenau Gwent,Bullfinch,0.203,20,10.81,
Wales,Blaenau Gwent,Common gull,0.203,21,1.35,
Wales,Blaenau Gwent,Song thrush,0.189,22,17.57,
Wales,Blaenau Gwent,Wren,0.189,23,14.86,
Wales,Blaenau Gwent,Great spotted woodpecker,0.122,24,8.11,
Wales,Blaenau Gwent,Tree sparrow,0.122,25,1.35,
Wales,Blaenau Gwent,Nuthatch,0.054,26,4.05,
Wales,Blaenau Gwent,Sparrowhawk,0.054,27,5.41,
Wales,Blaenau Gwent,Grey heron,0.027,28,2.7,
Wales,Blaenau Gwent,Jay,0.027,29,1.35,
Wales,Blaenau Gwent,Lesser black backed gull,0.027,30,1.35,
Wales,Blaenau Gwent,Reed bunting,0.027,31,1.35,
Wales,Blaenau Gwent,Mistle thrush,0.014,32,1.35,
Wales,Blaenau Gwent,Pheasant,0.014,33,1.35,
Wales,Blaenau Gwent,Tawny owl,0.014,34,1.35,
Wales,Blaenau Gwent,Barn owl,0,35,0,
Wales,Blaenau Gwent,Black headed gull,0,36,0,
Wales,Blaenau Gwent,Black redstart,0,37,0,
Wales,Blaenau Gwent,Blackcap,0,38,0,
Wales,Blaenau Gwent,Brambling,0,39,0,
Wales,Blaenau Gwent,Buzzard,0,40,0,
Wales,Blaenau Gwent,Chiffchaff,0,41,0,
Wales,Blaenau Gwent,Corn bunting,0,42,0,
Wales,Blaenau Gwent,Fieldfare,0,43,0,
Wales,Blaenau Gwent,Goldcrest,0,44,0,
Wales,Blaenau Gwent,Great black backed gull,0,45,0,
Wales,Blaenau Gwent,Green woodpecker,0,46,0,
Wales,Blaenau Gwent,Grey partridge,0,47,0,
Wales,Blaenau Gwent,Grey wagtail,0,48,0,
Wales,Blaenau Gwent,Herring gull,0,49,0,
Wales,Blaenau Gwent,Hooded crow,0,50,0,
Wales,Blaenau Gwent,Kestrel,0,51,0,
Wales,Blaenau Gwent,Lapwing,0,52,0,
Wales,Blaenau Gwent,Lesser spotted woodpecker,0,53,0,
Wales,Blaenau Gwent,Linnet,0,54,0,
Wales,Blaenau Gwent,Little owl,0,55,0,
Wales,Blaenau Gwent,Mallard,0,56,0,
Wales,Blaenau Gwent,Marsh tit,0,57,0,
Wales,Blaenau Gwent,Meadow pipit,0,58,0,
Wales,Blaenau Gwent,Moorhen,0,59,0,
Wales,Blaenau Gwent,Pied wagtail,0,60,0,
Wales,Blaenau Gwent,Raven,0,61,0,
Wales,Blaenau Gwent,Red Kite,0,62,0,
Wales,Blaenau Gwent,Red legged partridge,0,63,0,
Wales,Blaenau Gwent,Redpoll,0,64,0,
Wales,Blaenau Gwent,Redwing,0,65,0,
Wales,Blaenau Gwent,Ring necked parakeet,0,66,0,
Wales,Blaenau Gwent,Rook,0,67,0,
Wales,Blaenau Gwent,Skylark,0,68,0,
Wales,Blaenau Gwent,Stock dove,0,69,0,
Wales,Blaenau Gwent,Treecreeper,0,70,0,
Wales,Blaenau Gwent,Waxwing,0,71,0,
Wales,Blaenau Gwent,Willow tit,0,72,0,
Wales,Blaenau Gwent,Yellowhammer,0,73,0,
Wales,Bridgend,House sparrow,5.944,1,65.4,
Wales,Bridgend,Starling,3.264,2,40.18,
Wales,Bridgend,Blue tit,2.202,3,61,
Wales,Bridgend,Blackbird,2.109,4,79.47,
Wales,Bridgend,Chaffinch,1.718,5,42.23,
Wales,Bridgend,Jackdaw,1.573,6,37,
Wales,Bridgend,Collared dove,1.513,7,54.55,
Wales,Bridgend,Magpie,1.194,8,54.25,
Wales,Bridgend,Goldfinch,1.067,9,17.3,
Wales,Bridgend,Robin,0.977,10,65.69,
Wales,Bridgend,Great tit,0.956,11,37.54,
Wales,Bridgend,Long tailed tit,0.845,12,18.18,
Wales,Bridgend,Dunnock,0.724,13,36.36,
Wales,Bridgend,Woodpigeon,0.68,14,33.72,
Wales,Bridgend,Carrion crow,0.674,15,22.03,
Wales,Bridgend,Coal tit,0.654,16,31.38,
Wales,Bridgend,Greenfinch,0.475,17,15.54,
Wales,Bridgend,Siskin,0.273,18,7.49,
Wales,Bridgend,Wren,0.269,19,21.15,
Wales,Bridgend,Feral pigeon,0.22,20,5.73,
Wales,Bridgend,Song thrush,0.172,21,14.1,
Wales,Bridgend,Nuthatch,0.132,22,7.05,
Wales,Bridgend,Tree sparrow,0.093,23,1.32,
Wales,Bridgend,Bullfinch,0.088,24,3.96,
Wales,Bridgend,Great spotted woodpecker,0.084,25,6.17,
Wales,Bridgend,Jay,0.062,26,3.96,
Wales,Bridgend,Pied wagtail,0.035,27,2.2,
Wales,Bridgend,Herring gull,0.031,28,1.76,
Wales,Bridgend,Sparrowhawk,0.031,29,3.08,
Wales,Bridgend,Goldcrest,0.018,30,1.32,
Wales,Bridgend,Red Kite,0.018,31,1.32,
Wales,Bridgend,Rook,0.018,32,1.32,
Wales,Bridgend,Chiffchaff,0.013,33,0.88,
Wales,Bridgend,Grey wagtail,0.013,34,1.32,
Wales,Bridgend,Buzzard,0.009,35,0.44,
Wales,Bridgend,Lesser spotted woodpecker,0.009,36,0.88,
Wales,Bridgend,Mistle thrush,0.009,37,0.44,
Wales,Bridgend,Barn owl,0.004,38,0.44,
Wales,Bridgend,Green woodpecker,0.004,39,0.44,
Wales,Bridgend,Grey heron,0.004,40,0.44,
Wales,Bridgend,Mallard,0.004,41,0.44,
Wales,Bridgend,Reed bunting,0.004,42,0.44,
Wales,Bridgend,Tawny owl,0.004,43,0.44,
Wales,Bridgend,Treecreeper,0.004,44,0.44,
Wales,Bridgend,Black headed gull,0,45,0,
Wales,Bridgend,Black redstart,0,46,0,
Wales,Bridgend,Blackcap,0,47,0,
Wales,Bridgend,Brambling,0,48,0,
Wales,Bridgend,Common gull,0,49,0,
Wales,Bridgend,Corn bunting,0,50,0,
Wales,Bridgend,Fieldfare,0,51,0,
Wales,Bridgend,Great black backed gull,0,52,0,
Wales,Bridgend,Grey partridge,0,53,0,
Wales,Bridgend,Hooded crow,0,54,0,
Wales,Bridgend,Kestrel,0,55,0,
Wales,Bridgend,Lapwing,0,56,0,
Wales,Bridgend,Lesser black backed gull,0,57,0,
Wales,Bridgend,Linnet,0,58,0,
Wales,Bridgend,Little owl,0,59,0,
Wales,Bridgend,Marsh tit,0,60,0,
Wales,Bridgend,Meadow pipit,0,61,0,
Wales,Bridgend,Moorhen,0,62,0,
Wales,Bridgend,Pheasant,0,63,0,
Wales,Bridgend,Raven,0,64,0,
Wales,Bridgend,Red legged partridge,0,65,0,
Wales,Bridgend,Redpoll,0,66,0,
Wales,Bridgend,Redwing,0,67,0,
Wales,Bridgend,Ring necked parakeet,0,68,0,
Wales,Bridgend,Skylark,0,69,0,
Wales,Bridgend,Stock dove,0,70,0,
Wales,Bridgend,Waxwing,0,71,0,
Wales,Bridgend,Willow tit,0,72,0,
Wales,Bridgend,Yellowhammer,0,73,0,
SWRO,Bristol,House sparrow,3.758,1,43.3,
SWRO,Bristol,Blue tit,1.757,2,67.25,
SWRO,Bristol,Woodpigeon,1.488,3,62.25,
SWRO,Bristol,Blackbird,1.45,4,70.9,
SWRO,Bristol,Starling,1.42,5,19.19,
SWRO,Bristol,Magpie,1.14,6,54.88,
SWRO,Bristol,Goldfinch,1.079,7,21.65,
SWRO,Bristol,Feral pigeon,1.069,8,27.68,
SWRO,Bristol,Robin,0.864,9,60.82,
SWRO,Bristol,Great tit,0.852,10,42.59,
SWRO,Bristol,Collared dove,0.634,11,26.88,
SWRO,Bristol,Dunnock,0.572,12,35.13,
SWRO,Bristol,Chaffinch,0.488,13,19.67,
SWRO,Bristol,Carrion crow,0.483,14,19.74,
SWRO,Bristol,Long tailed tit,0.381,15,11.02,
SWRO,Bristol,Jackdaw,0.3,16,10.23,
SWRO,Bristol,Greenfinch,0.239,17,9.91,
SWRO,Bristol,Coal tit,0.237,18,14.91,
SWRO,Bristol,Blackcap,0.233,19,17.57,
SWRO,Bristol,Wren,0.141,20,13,
SWRO,Bristol,Redwing,0.122,21,3.61,
SWRO,Bristol,Jay,0.067,22,4.81,
SWRO,Bristol,Song thrush,0.06,23,5.05,
SWRO,Bristol,Common gull,0.054,24,1.44,
SWRO,Bristol,Herring gull,0.053,25,2.41,
SWRO,Bristol,Bullfinch,0.036,26,1.56,
SWRO,Bristol,Pied wagtail,0.034,27,2.53,
SWRO,Bristol,Great spotted woodpecker,0.025,28,2.53,
SWRO,Bristol,Fieldfare,0.022,29,0.72,
SWRO,Bristol,Nuthatch,0.02,30,1.93,
SWRO,Bristol,Tree sparrow,0.019,31,0.6,
SWRO,Bristol,Sparrowhawk,0.017,32,1.68,
SWRO,Bristol,Black headed gull,0.016,33,0.48,
SWRO,Bristol,Mallard,0.011,34,0.24,
SWRO,Bristol,Mistle thrush,0.01,35,0.72,
SWRO,Bristol,Grey wagtail,0.008,36,0.84,
SWRO,Bristol,Lesser black backed gull,0.007,37,0.6,
SWRO,Bristol,Marsh tit,0.005,38,0.48,
SWRO,Bristol,Buzzard,0.004,39,0.36,
SWRO,Bristol,Great black backed gull,0.004,40,0.12,
SWRO,Bristol,Green woodpecker,0.004,41,0.36,
SWRO,Bristol,Moorhen,0.004,42,0.24,
SWRO,Bristol,Grey heron,0.002,43,0.24,
SWRO,Bristol,Redpoll,0.002,44,0.12,
SWRO,Bristol,Rook,0.002,45,0.12,
SWRO,Bristol,Treecreeper,0.002,46,0.24,
SWRO,Bristol,Kestrel,0.001,47,0.12,
SWRO,Bristol,Lesser spotted woodpecker,0.001,48,0.12,
SWRO,Bristol,Siskin,0.001,49,0.12,
SWRO,Bristol,Stock dove,0.001,50,0.12,
SWRO,Bristol,Barn owl,0,51,0,
SWRO,Bristol,Black redstart,0,52,0,
SWRO,Bristol,Brambling,0,53,0,
SWRO,Bristol,Chiffchaff,0,54,0,
SWRO,Bristol,Corn bunting,0,55,0,
SWRO,Bristol,Goldcrest,0,56,0,
SWRO,Bristol,Grey partridge,0,57,0,
SWRO,Bristol,Hooded crow,0,58,0,
SWRO,Bristol,Lapwing,0,59,0,
SWRO,Bristol,Linnet,0,60,0,
SWRO,Bristol,Little owl,0,61,0,
SWRO,Bristol,Meadow pipit,0,62,0,
SWRO,Bristol,Pheasant,0,63,0,
SWRO,Bristol,Raven,0,64,0,
SWRO,Bristol,Red Kite,0,65,0,
SWRO,Bristol,Red legged partridge,0,66,0,
SWRO,Bristol,Reed bunting,0,67,0,
SWRO,Bristol,Ring necked parakeet,0,68,0,
SWRO,Bristol,Skylark,0,69,0,
SWRO,Bristol,Tawny owl,0,70,0,
SWRO,Bristol,Waxwing,0,71,0,
SWRO,Bristol,Willow tit,0,72,0,
SWRO,Bristol,Yellowhammer,0,73,0,
MRO,Buckinghamshire,House sparrow,2.881,1,48.11,
MRO,Buckinghamshire,Blue tit,2.401,2,78.19,
MRO,Buckinghamshire,Blackbird,1.946,3,82.03,
MRO,Buckinghamshire,Woodpigeon,1.928,4,70.72,
MRO,Buckinghamshire,Starling,1.785,5,32.51,
MRO,Buckinghamshire,Goldfinch,1.42,6,30.73,
MRO,Buckinghamshire,Chaffinch,1.301,7,45.25,
MRO,Buckinghamshire,Robin,1.197,8,75.79,
MRO,Buckinghamshire,Collared dove,1.138,9,46.55,
MRO,Buckinghamshire,Great tit,1.135,10,50.62,
MRO,Buckinghamshire,Magpie,1.008,11,49.89,
MRO,Buckinghamshire,Dunnock,0.924,12,47.96,
MRO,Buckinghamshire,Long tailed tit,0.707,13,20.12,
MRO,Buckinghamshire,Jackdaw,0.608,14,16.95,
MRO,Buckinghamshire,Greenfinch,0.591,15,20.65,
MRO,Buckinghamshire,Carrion crow,0.486,16,19.56,
MRO,Buckinghamshire,Feral pigeon,0.386,17,11.67,
MRO,Buckinghamshire,Coal tit,0.299,18,18.15,
MRO,Buckinghamshire,Red Kite,0.189,19,8.37,
MRO,Buckinghamshire,Wren,0.145,20,12.82,
MRO,Buckinghamshire,Great spotted woodpecker,0.124,21,10.43,
MRO,Buckinghamshire,Song thrush,0.116,22,9.51,
MRO,Buckinghamshire,Pheasant,0.102,23,4.87,
MRO,Buckinghamshire,Redwing,0.084,24,2.48,
MRO,Buckinghamshire,Ring necked parakeet,0.078,25,2.23,
MRO,Buckinghamshire,Nuthatch,0.073,26,5.5,
MRO,Buckinghamshire,Bullfinch,0.073,27,3.56,
MRO,Buckinghamshire,Blackcap,0.059,28,4.77,
MRO,Buckinghamshire,Fieldfare,0.051,29,1.53,
MRO,Buckinghamshire,Common gull,0.05,30,1.27,
MRO,Buckinghamshire,Rook,0.041,31,1.21,
MRO,Buckinghamshire,Jay,0.04,32,2.89,
MRO,Buckinghamshire,Green woodpecker,0.033,33,3.15,
MRO,Buckinghamshire,Pied wagtail,0.03,34,2.19,
MRO,Buckinghamshire,Tree sparrow,0.026,35,0.64,
MRO,Buckinghamshire,Redpoll,0.025,36,0.95,
MRO,Buckinghamshire,Black headed gull,0.017,37,0.48,
MRO,Buckinghamshire,Sparrowhawk,0.017,38,1.65,
MRO,Buckinghamshire,Siskin,0.016,39,0.6,
MRO,Buckinghamshire,Reed bunting,0.015,40,0.76,
MRO,Buckinghamshire,Moorhen,0.013,41,0.7,
MRO,Buckinghamshire,Mallard,0.011,42,0.25,
MRO,Buckinghamshire,Lesser spotted woodpecker,0.011,43,0.95,
MRO,Buckinghamshire,Goldcrest,0.009,44,0.7,
MRO,Buckinghamshire,Yellowhammer,0.008,45,0.45,
MRO,Buckinghamshire,Herring gull,0.007,46,0.29,
MRO,Buckinghamshire,Buzzard,0.007,47,0.51,
MRO,Buckinghamshire,Stock dove,0.007,48,0.35,
MRO,Buckinghamshire,Lapwing,0.007,49,0.03,
MRO,Buckinghamshire,Marsh tit,0.007,50,0.54,
MRO,Buckinghamshire,Waxwing,0.006,51,0.03,
MRO,Buckinghamshire,Red legged partridge,0.005,52,0.22,
MRO,Buckinghamshire,Skylark,0.005,53,0.03,
MRO,Buckinghamshire,Mistle thrush,0.005,54,0.41,
MRO,Buckinghamshire,Kestrel,0.004,55,0.38,
MRO,Buckinghamshire,Treecreeper,0.003,56,0.32,
MRO,Buckinghamshire,Grey heron,0.003,57,0.25,
MRO,Buckinghamshire,Grey partridge,0.002,58,0.1,
MRO,Buckinghamshire,Brambling,0.002,59,0.06,
MRO,Buckinghamshire,Chiffchaff,0.001,60,0.1,
MRO,Buckinghamshire,Grey wagtail,0.001,61,0.1,
MRO,Buckinghamshire,Linnet,0.001,62,0.06,
MRO,Buckinghamshire,Willow tit,0.001,63,0.1,
MRO,Buckinghamshire,Corn bunting,0.001,64,0.03,
MRO,Buckinghamshire,Raven,0.001,65,0.06,
MRO,Buckinghamshire,Tawny owl,0,66,0.03,
MRO,Buckinghamshire,Barn owl,0,67,0,
MRO,Buckinghamshire,Black redstart,0,68,0,
MRO,Buckinghamshire,Great black backed gull,0,69,0,
MRO,Buckinghamshire,Hooded crow,0,70,0,
MRO,Buckinghamshire,Lesser black backed gull,0,71,0,
MRO,Buckinghamshire,Little owl,0,72,0,
MRO,Buckinghamshire,Meadow pipit,0,73,0,
Wales,Caerphilly,House sparrow,5.322,1,65.42,
Wales,Caerphilly,Blue tit,2.231,2,65.65,
Wales,Caerphilly,Blackbird,2.124,3,81.54,
Wales,Caerphilly,Starling,2.091,4,26.4,
Wales,Caerphilly,Jackdaw,1.669,5,37.01,
Wales,Caerphilly,Goldfinch,1.453,6,24.3,
Wales,Caerphilly,Chaffinch,1.442,7,41.59,
Wales,Caerphilly,Robin,1.248,8,77.8,
Wales,Caerphilly,Magpie,1.215,9,53.04,
Wales,Caerphilly,Great tit,1.147,10,46.26,
Wales,Caerphilly,Collared dove,0.979,11,40.19,
Wales,Caerphilly,Long tailed tit,0.97,12,20.09,
Wales,Caerphilly,Dunnock,0.9,13,41.59,
Wales,Caerphilly,Coal tit,0.778,14,37.15,
Wales,Caerphilly,Carrion crow,0.712,15,21,
Wales,Caerphilly,Greenfinch,0.666,16,19.86,
Wales,Caerphilly,Woodpigeon,0.626,17,34.11,
Wales,Caerphilly,Siskin,0.402,18,9.25,
Wales,Caerphilly,Song thrush,0.263,19,20.64,
Wales,Caerphilly,Wren,0.256,20,21.35,
Wales,Caerphilly,Bullfinch,0.181,21,7.47,
Wales,Caerphilly,Nuthatch,0.167,22,11.39,
Wales,Caerphilly,Feral pigeon,0.157,23,7.83,
Wales,Caerphilly,Great spotted woodpecker,0.103,24,8.9,
Wales,Caerphilly,Jay,0.05,25,3.2,
Wales,Caerphilly,Sparrowhawk,0.043,26,4.27,
Wales,Caerphilly,Redwing,0.028,27,0.71,
Wales,Caerphilly,Lesser spotted woodpecker,0.025,28,1.78,
Wales,Caerphilly,Pied wagtail,0.021,29,1.78,
Wales,Caerphilly,Buzzard,0.018,30,1.42,
Wales,Caerphilly,Common gull,0.014,31,0.36,
Wales,Caerphilly,Redpoll,0.014,32,0.71,
Wales,Caerphilly,Tree sparrow,0.014,33,0.36,
Wales,Caerphilly,Brambling,0.011,34,0.71,
Wales,Caerphilly,Fieldfare,0.011,35,0.36,
Wales,Caerphilly,Grey wagtail,0.011,36,1.07,
Wales,Caerphilly,Treecreeper,0.011,37,1.07,
Wales,Caerphilly,Grey heron,0.007,38,0.71,
Wales,Caerphilly,Kestrel,0.007,39,0.71,
Wales,Caerphilly,Raven,0.007,40,0.71,
Wales,Caerphilly,Blackcap,0.004,41,0.36,
Wales,Caerphilly,Goldcrest,0.004,42,0.36,
Wales,Caerphilly,Herring gull,0.004,43,0.36,
Wales,Caerphilly,Mistle thrush,0.004,44,0.36,
Wales,Caerphilly,Barn owl,0,45,0,
Wales,Caerphilly,Black headed gull,0,46,0,
Wales,Caerphilly,Black redstart,0,47,0,
Wales,Caerphilly,Chiffchaff,0,48,0,
Wales,Caerphilly,Corn bunting,0,49,0,
Wales,Caerphilly,Great black backed gull,0,50,0,
Wales,Caerphilly,Green woodpecker,0,51,0,
Wales,Caerphilly,Grey partridge,0,52,0,
Wales,Caerphilly,Hooded crow,0,53,0,
Wales,Caerphilly,Lapwing,0,54,0,
Wales,Caerphilly,Lesser black backed gull,0,55,0,
Wales,Caerphilly,Linnet,0,56,0,
Wales,Caerphilly,Little owl,0,57,0,
Wales,Caerphilly,Mallard,0,58,0,
Wales,Caerphilly,Marsh tit,0,59,0,
Wales,Caerphilly,Meadow pipit,0,60,0,
Wales,Caerphilly,Moorhen,0,61,0,
Wales,Caerphilly,Pheasant,0,62,0,
Wales,Caerphilly,Red Kite,0,63,0,
Wales,Caerphilly,Red legged partridge,0,64,0,
Wales,Caerphilly,Reed bunting,0,65,0,
Wales,Caerphilly,Ring necked parakeet,0,66,0,
Wales,Caerphilly,Rook,0,67,0,
Wales,Caerphilly,Skylark,0,68,0,
Wales,Caerphilly,Stock dove,0,69,0,
Wales,Caerphilly,Tawny owl,0,70,0,
Wales,Caerphilly,Waxwing,0,71,0,
Wales,Caerphilly,Willow tit,0,72,0,
Wales,Caerphilly,Yellowhammer,0,73,0,
EERO,Cambridgeshire,House sparrow,3.434,1,53.82,
EERO,Cambridgeshire,Starling,2.722,2,40.17,
EERO,Cambridgeshire,Blackbird,2.285,3,83.9,
EERO,Cambridgeshire,Collared dove,2.112,4,66.39,
EERO,Cambridgeshire,Blue tit,1.916,5,68.16,
EERO,Cambridgeshire,Woodpigeon,1.689,6,64.41,
EERO,Cambridgeshire,Goldfinch,1.633,7,32.03,
EERO,Cambridgeshire,Chaffinch,1.434,8,46.6,
EERO,Cambridgeshire,Great tit,1.142,9,50.76,
EERO,Cambridgeshire,Robin,1.009,10,69.31,
EERO,Cambridgeshire,Dunnock,0.787,11,43.77,
EERO,Cambridgeshire,Long tailed tit,0.676,12,18.47,
EERO,Cambridgeshire,Greenfinch,0.654,13,22.41,
EERO,Cambridgeshire,Magpie,0.581,14,33.01,
EERO,Cambridgeshire,Jackdaw,0.489,15,14.26,
EERO,Cambridgeshire,Carrion crow,0.339,16,14.07,
EERO,Cambridgeshire,Feral pigeon,0.329,17,11.74,
EERO,Cambridgeshire,Coal tit,0.213,18,12.61,
EERO,Cambridgeshire,Wren,0.149,19,13.06,
EERO,Cambridgeshire,Pheasant,0.102,20,5.38,
EERO,Cambridgeshire,Rook,0.098,21,2.22,
EERO,Cambridgeshire,Song thrush,0.092,22,7.79,
EERO,Cambridgeshire,Great spotted woodpecker,0.079,23,6.94,
EERO,Cambridgeshire,Reed bunting,0.054,24,2.83,
EERO,Cambridgeshire,Black headed gull,0.047,25,1.23,
EERO,Cambridgeshire,Jay,0.044,26,3.35,
EERO,Cambridgeshire,Green woodpecker,0.042,27,3.76,
EERO,Cambridgeshire,Common gull,0.04,28,0.99,
EERO,Cambridgeshire,Sparrowhawk,0.029,29,2.91,
EERO,Cambridgeshire,Tree sparrow,0.029,30,0.77,
EERO,Cambridgeshire,Blackcap,0.023,31,2,
EERO,Cambridgeshire,Fieldfare,0.023,32,0.63,
EERO,Cambridgeshire,Bullfinch,0.022,33,1.1,
EERO,Cambridgeshire,Pied wagtail,0.02,34,1.51,
EERO,Cambridgeshire,Moorhen,0.017,35,0.91,
EERO,Cambridgeshire,Red Kite,0.014,36,0.93,
EERO,Cambridgeshire,Redwing,0.014,37,0.66,
EERO,Cambridgeshire,Mallard,0.013,38,0.47,
EERO,Cambridgeshire,Redpoll,0.013,39,0.55,
EERO,Cambridgeshire,Stock dove,0.013,40,0.69,
EERO,Cambridgeshire,Herring gull,0.008,41,0.3,
EERO,Cambridgeshire,Lesser spotted woodpecker,0.008,42,0.66,
EERO,Cambridgeshire,Goldcrest,0.006,43,0.52,
EERO,Cambridgeshire,Mistle thrush,0.006,44,0.47,
