2014,county,species,mean_birds,rank_birds,% gardens,
SWRO,Dorset,Raven,0.003,54,0.17,
SWRO,Dorset,Kestrel,0.003,55,0.27,
SWRO,Dorset,Chiffchaff,0.002,56,0.2,
SWRO,Dorset,Linnet,0.002,57,0.2,
SWRO,Dorset,Moorhen,0.002,58,0.2,
SWRO,Dorset,Corn bunting,0.001,59,0.07,
SWRO,Dorset,Grey partridge,0.001,60,0.03,
SWRO,Dorset,Red legged partridge,0.001,61,0.07,
SWRO,Dorset,Black redstart,0,62,0.03,
SWRO,Dorset,Meadow pipit,0,63,0.03,
SWRO,Dorset,Skylark,0,64,0.03,
SWRO,Dorset,Barn owl,0,65,0,
SWRO,Dorset,Great black backed gull,0,66,0,
SWRO,Dorset,Hooded crow,0,67,0,
SWRO,Dorset,Lapwing,0,68,0,
SWRO,Dorset,Little owl,0,69,0,
SWRO,Dorset,Red Kite,0,70,0,
SWRO,Dorset,Ring necked parakeet,0,71,0,
SWRO,Dorset,Tawny owl,0,72,0,
SWRO,Dorset,Waxwing,0,73,0,
NIRO,Down,House sparrow,5.063,1,61.95,
NIRO,Down,Starling,4.499,2,54.33,
NIRO,Down,Chaffinch,2.795,3,60.36,
NIRO,Down,Goldfinch,2.305,4,33.3,
NIRO,Down,Blackbird,2.259,5,86.05,
NIRO,Down,Blue tit,2.104,6,72.2,
NIRO,Down,Great tit,1.534,7,59.2,
NIRO,Down,Collared dove,1.423,8,50.63,
NIRO,Down,Robin,1.271,9,81.18,
NIRO,Down,Coal tit,1.242,10,53.81,
NIRO,Down,Magpie,1.236,11,57.82,
NIRO,Down,Jackdaw,1.058,12,27.05,
NIRO,Down,Hooded crow,0.868,13,23.37,
NIRO,Down,Woodpigeon,0.795,14,38.05,
NIRO,Down,Long tailed tit,0.669,15,14.06,
NIRO,Down,Dunnock,0.652,16,37.53,
NIRO,Down,Greenfinch,0.507,17,19.66,
NIRO,Down,Feral pigeon,0.501,18,12.85,
NIRO,Down,Rook,0.317,19,7.85,
NIRO,Down,Wren,0.234,20,20.03,
NIRO,Down,Song thrush,0.194,21,15.19,
NIRO,Down,Tree sparrow,0.14,22,3.51,
NIRO,Down,Redpoll,0.137,23,5.01,
NIRO,Down,Siskin,0.134,24,4.67,
NIRO,Down,Blackcap,0.105,25,8.85,
NIRO,Down,Pied wagtail,0.087,26,6.18,
NIRO,Down,Pheasant,0.08,27,4.01,
NIRO,Down,Herring gull,0.073,28,2.34,
NIRO,Down,Common gull,0.067,29,1.5,
NIRO,Down,Black headed gull,0.06,30,1.5,
NIRO,Down,Bullfinch,0.053,31,2.34,
NIRO,Down,Jay,0.035,32,2.84,
NIRO,Down,Linnet,0.02,33,1.34,
NIRO,Down,Mistle thrush,0.02,34,1.17,
NIRO,Down,Yellowhammer,0.017,35,1,
NIRO,Down,Sparrowhawk,0.013,36,1.34,
NIRO,Down,Goldcrest,0.01,37,0.83,
NIRO,Down,Buzzard,0.007,38,0.5,
NIRO,Down,Treecreeper,0.007,39,0.67,
NIRO,Down,Great black backed gull,0.003,40,0.17,
NIRO,Down,Reed bunting,0.003,41,0.33,
NIRO,Down,Stock dove,0.003,42,0.17,
NIRO,Down,Great spotted woodpecker,0.002,43,0.17,
NIRO,Down,Kestrel,0.002,44,0.17,
NIRO,Down,Raven,0.002,45,0.17,
NIRO,Down,Red Kite,0.002,46,0.17,
NIRO,Down,Barn owl,0,47,0,
NIRO,Down,Black redstart,0,48,0,
NIRO,Down,Brambling,0,49,0,
NIRO,Down,Carrion crow,0,50,0,
NIRO,Down,Chiffchaff,0,51,0,
NIRO,Down,Corn bunting,0,52,0,
NIRO,Down,Fieldfare,0,53,0,
NIRO,Down,Green woodpecker,0,54,0,
NIRO,Down,Grey heron,0,55,0,
NIRO,Down,Grey partridge,0,56,0,
NIRO,Down,Grey wagtail,0,57,0,
NIRO,Down,Lapwing,0,58,0,
NIRO,Down,Lesser black backed gull,0,59,0,
NIRO,Down,Lesser spotted woodpecker,0,60,0,
NIRO,Down,Little owl,0,61,0,
NIRO,Down,Mallard,0,62,0,
NIRO,Down,Marsh tit,0,63,0,
NIRO,Down,Meadow pipit,0,64,0,
NIRO,Down,Moorhen,0,65,0,
NIRO,Down,Nuthatch,0,66,0,
NIRO,Down,Red legged partridge,0,67,0,
NIRO,Down,Redwing,0,68,0,
NIRO,Down,Ring necked parakeet,0,69,0,
NIRO,Down,Skylark,0,70,0,
NIRO,Down,Tawny owl,0,71,0,
NIRO,Down,Waxwing,0,72,0,
NIRO,Down,Willow tit,0,73,0,
SWSRO,Dumfries and Galloway,Chaffinch,7.161,1,81.3,
SWSRO,Dumfries and Galloway,House sparrow,6.966,2,70.71,
SWSRO,Dumfries and Galloway,Blue tit,3.055,3,77.58,
SWSRO,Dumfries and Galloway,Blackbird,2.581,4,83.11,
SWSRO,Dumfries and Galloway,Starling,2.046,5,25.57,
SWSRO,Dumfries and Galloway,Great tit,1.898,6,62.12,
SWSRO,Dumfries and Galloway,Coal tit,1.504,7,57.44,
SWSRO,Dumfries and Galloway,Goldfinch,1.371,8,29.29,
SWSRO,Dumfries and Galloway,Collared dove,1.246,9,43.03,
SWSRO,Dumfries and Galloway,Robin,1.23,10,81.68,
SWSRO,Dumfries and Galloway,Woodpigeon,1.229,11,43.13,
SWSRO,Dumfries and Galloway,Dunnock,1.142,12,52.96,
SWSRO,Dumfries and Galloway,Carrion crow,0.814,13,26.93,
SWSRO,Dumfries and Galloway,Greenfinch,0.68,14,25.76,
SWSRO,Dumfries and Galloway,Jackdaw,0.667,15,17.8,
SWSRO,Dumfries and Galloway,Long tailed tit,0.513,16,9.54,
SWSRO,Dumfries and Galloway,Great spotted woodpecker,0.279,17,21.05,
SWSRO,Dumfries and Galloway,Siskin,0.277,18,9.29,
SWSRO,Dumfries and Galloway,Feral pigeon,0.263,19,7.59,
SWSRO,Dumfries and Galloway,Pheasant,0.228,20,10.37,
SWSRO,Dumfries and Galloway,Nuthatch,0.226,21,16.56,
SWSRO,Dumfries and Galloway,Wren,0.223,22,19.81,
SWSRO,Dumfries and Galloway,Tree sparrow,0.198,23,4.8,
SWSRO,Dumfries and Galloway,Yellowhammer,0.156,24,4.8,
SWSRO,Dumfries and Galloway,Song thrush,0.108,25,9.29,
SWSRO,Dumfries and Galloway,Rook,0.09,26,2.01,
SWSRO,Dumfries and Galloway,Black headed gull,0.074,27,0.93,
SWSRO,Dumfries and Galloway,Bullfinch,0.071,28,2.94,
SWSRO,Dumfries and Galloway,Redpoll,0.071,29,2.63,
SWSRO,Dumfries and Galloway,Sparrowhawk,0.062,30,6.19,
SWSRO,Dumfries and Galloway,Jay,0.042,31,2.94,
SWSRO,Dumfries and Galloway,Magpie,0.041,32,2.1,
SWSRO,Dumfries and Galloway,Buzzard,0.031,33,2.17,
SWSRO,Dumfries and Galloway,Herring gull,0.029,34,1.39,
SWSRO,Dumfries and Galloway,Common gull,0.025,35,0.31,
SWSRO,Dumfries and Galloway,Lesser spotted woodpecker,0.023,36,1.86,
SWSRO,Dumfries and Galloway,Red legged partridge,0.019,37,0.62,
SWSRO,Dumfries and Galloway,Red Kite,0.017,38,0.62,
SWSRO,Dumfries and Galloway,Reed bunting,0.017,39,0.93,
SWSRO,Dumfries and Galloway,Treecreeper,0.015,40,1.55,
SWSRO,Dumfries and Galloway,Fieldfare,0.012,41,0.15,
SWSRO,Dumfries and Galloway,Goldcrest,0.011,42,0.77,
SWSRO,Dumfries and Galloway,Brambling,0.009,43,0.93,
SWSRO,Dumfries and Galloway,Mallard,0.009,44,0.15,
SWSRO,Dumfries and Galloway,Grey partridge,0.008,45,0.15,
SWSRO,Dumfries and Galloway,Barn owl,0.005,46,0.46,
SWSRO,Dumfries and Galloway,Blackcap,0.005,47,0.31,
SWSRO,Dumfries and Galloway,Pied wagtail,0.005,48,0.46,
SWSRO,Dumfries and Galloway,Raven,0.005,49,0.31,
SWSRO,Dumfries and Galloway,Stock dove,0.005,50,0.31,
SWSRO,Dumfries and Galloway,Willow tit,0.005,51,0.31,
SWSRO,Dumfries and Galloway,Grey heron,0.003,52,0.31,
SWSRO,Dumfries and Galloway,Grey wagtail,0.003,53,0.31,
SWSRO,Dumfries and Galloway,Green woodpecker,0.002,54,0.15,
SWSRO,Dumfries and Galloway,Kestrel,0.002,55,0.15,
SWSRO,Dumfries and Galloway,Mistle thrush,0.002,56,0.15,
SWSRO,Dumfries and Galloway,Moorhen,0.002,57,0.15,
SWSRO,Dumfries and Galloway,Black redstart,0,58,0,
SWSRO,Dumfries and Galloway,Chiffchaff,0,59,0,
SWSRO,Dumfries and Galloway,Corn bunting,0,60,0,
SWSRO,Dumfries and Galloway,Great black backed gull,0,61,0,
SWSRO,Dumfries and Galloway,Hooded crow,0,62,0,
SWSRO,Dumfries and Galloway,Lapwing,0,63,0,
SWSRO,Dumfries and Galloway,Lesser black backed gull,0,64,0,
SWSRO,Dumfries and Galloway,Linnet,0,65,0,
SWSRO,Dumfries and Galloway,Little owl,0,66,0,
SWSRO,Dumfries and Galloway,Marsh tit,0,67,0,
SWSRO,Dumfries and Galloway,Meadow pipit,0,68,0,
SWSRO,Dumfries and Galloway,Redwing,0,69,0,
SWSRO,Dumfries and Galloway,Ring necked parakeet,0,70,0,
SWSRO,Dumfries and Galloway,Skylark,0,71,0,
SWSRO,Dumfries and Galloway,Tawny owl,0,72,0,
SWSRO,Dumfries and Galloway,Waxwing,0,73,0,
ESRO,Dundee City,House sparrow,5.703,1,72.76,
ESRO,Dundee City,Blackbird,2.878,2,89.84,
ESRO,Dundee City,Starling,2.837,3,31.71,
ESRO,Dundee City,Woodpigeon,2.13,4,75.61,
ESRO,Dundee City,Feral pigeon,2.047,5,38.24,
ESRO,Dundee City,Blue tit,1.862,6,67.48,
ESRO,Dundee City,Chaffinch,1.39,7,36.99,
ESRO,Dundee City,Goldfinch,1.102,8,19.11,
ESRO,Dundee City,Dunnock,1.089,9,51.63,
ESRO,Dundee City,Robin,1.073,10,77.64,
ESRO,Dundee City,Carrion crow,0.9,11,35.88,
ESRO,Dundee City,Coal tit,0.776,12,39.02,
ESRO,Dundee City,Great tit,0.732,13,34.15,
ESRO,Dundee City,Collared dove,0.626,14,27.64,
ESRO,Dundee City,Greenfinch,0.602,15,19.11,
ESRO,Dundee City,Long tailed tit,0.366,16,10.16,
ESRO,Dundee City,Herring gull,0.182,17,4.71,
ESRO,Dundee City,Wren,0.159,18,11.18,
ESRO,Dundee City,Magpie,0.11,19,6.5,
ESRO,Dundee City,Jackdaw,0.106,20,2.94,
ESRO,Dundee City,Black headed gull,0.1,21,2.94,
ESRO,Dundee City,Bullfinch,0.094,22,3.53,
ESRO,Dundee City,Song thrush,0.094,23,7.06,
ESRO,Dundee City,Siskin,0.076,24,2.94,
ESRO,Dundee City,Great spotted woodpecker,0.059,25,5.29,
ESRO,Dundee City,Common gull,0.047,26,1.76,
ESRO,Dundee City,Goldcrest,0.041,27,2.94,
ESRO,Dundee City,Sparrowhawk,0.035,28,3.53,
ESRO,Dundee City,Tree sparrow,0.035,29,1.18,
ESRO,Dundee City,Blackcap,0.029,30,1.76,
ESRO,Dundee City,Lesser black backed gull,0.018,31,1.18,
ESRO,Dundee City,Buzzard,0.012,32,0.59,
ESRO,Dundee City,Kestrel,0.012,33,1.18,
ESRO,Dundee City,Pied wagtail,0.012,34,1.18,
ESRO,Dundee City,Tawny owl,0.006,35,0.59,
ESRO,Dundee City,Treecreeper,0.006,36,0.59,
ESRO,Dundee City,Barn owl,0,37,0,
ESRO,Dundee City,Black redstart,0,38,0,
ESRO,Dundee City,Brambling,0,39,0,
ESRO,Dundee City,Chiffchaff,0,40,0,
ESRO,Dundee City,Corn bunting,0,41,0,
ESRO,Dundee City,Fieldfare,0,42,0,
ESRO,Dundee City,Great black backed gull,0,43,0,
ESRO,Dundee City,Green woodpecker,0,44,0,
ESRO,Dundee City,Grey heron,0,45,0,
ESRO,Dundee City,Grey partridge,0,46,0,
ESRO,Dundee City,Grey wagtail,0,47,0,
ESRO,Dundee City,Hooded crow,0,48,0,
ESRO,Dundee City,Jay,0,49,0,
ESRO,Dundee City,Lapwing,0,50,0,
ESRO,Dundee City,Lesser spotted woodpecker,0,51,0,
ESRO,Dundee City,Linnet,0,52,0,
ESRO,Dundee City,Little owl,0,53,0,
ESRO,Dundee City,Mallard,0,54,0,
ESRO,Dundee City,Marsh tit,0,55,0,
ESRO,Dundee City,Meadow pipit,0,56,0,
ESRO,Dundee City,Mistle thrush,0,57,0,
ESRO,Dundee City,Moorhen,0,58,0,
ESRO,Dundee City,Nuthatch,0,59,0,
ESRO,Dundee City,Pheasant,0,60,0,
ESRO,Dundee City,Raven,0,61,0,
ESRO,Dundee City,Red Kite,0,62,0,
ESRO,Dundee City,Red legged partridge,0,63,0,
ESRO,Dundee City,Redpoll,0,64,0,
ESRO,Dundee City,Redwing,0,65,0,
ESRO,Dundee City,Reed bunting,0,66,0,
ESRO,Dundee City,Ring necked parakeet,0,67,0,
ESRO,Dundee City,Rook,0,68,0,
ESRO,Dundee City,Skylark,0,69,0,
ESRO,Dundee City,Stock dove,0,70,0,
ESRO,Dundee City,Waxwing,0,71,0,
ESRO,Dundee City,Willow tit,0,72,0,
ESRO,Dundee City,Yellowhammer,0,73,0,
SWSRO,East Ayrshire,House sparrow,8.186,1,72.96,
SWSRO,East Ayrshire,Chaffinch,4.597,2,68.55,
SWSRO,East Ayrshire,Starling,2.723,3,33.02,
SWSRO,East Ayrshire,Blue tit,2.597,4,72.96,
SWSRO,East Ayrshire,Blackbird,2.296,5,82.7,
SWSRO,East Ayrshire,Jackdaw,1.62,6,35.75,
SWSRO,East Ayrshire,Great tit,1.519,7,55.03,
SWSRO,East Ayrshire,Feral pigeon,1.466,8,26.24,
SWSRO,East Ayrshire,Goldfinch,1.39,9,24.84,
SWSRO,East Ayrshire,Collared dove,1.358,10,48.74,
SWSRO,East Ayrshire,Robin,1.204,11,81.76,
SWSRO,East Ayrshire,Coal tit,1.022,12,44.03,
SWSRO,East Ayrshire,Woodpigeon,0.956,13,35.53,
SWSRO,East Ayrshire,Dunnock,0.903,14,43.4,
SWSRO,East Ayrshire,Carrion crow,0.9,15,30.32,
SWSRO,East Ayrshire,Magpie,0.811,16,39.62,
SWSRO,East Ayrshire,Greenfinch,0.572,17,18.87,
SWSRO,East Ayrshire,Long tailed tit,0.481,18,11.32,
SWSRO,East Ayrshire,Siskin,0.249,19,7.69,
SWSRO,East Ayrshire,Wren,0.249,20,21.72,
SWSRO,East Ayrshire,Pheasant,0.208,21,6.79,
SWSRO,East Ayrshire,Great spotted woodpecker,0.167,22,14.93,
SWSRO,East Ayrshire,Song thrush,0.127,23,10.86,
SWSRO,East Ayrshire,Redpoll,0.09,24,3.17,
SWSRO,East Ayrshire,Yellowhammer,0.086,25,3.17,
SWSRO,East Ayrshire,Rook,0.063,26,2.26,
SWSRO,East Ayrshire,Bullfinch,0.059,27,3.62,
SWSRO,East Ayrshire,Tree sparrow,0.054,28,0.9,
SWSRO,East Ayrshire,Common gull,0.05,29,2.26,
SWSRO,East Ayrshire,Herring gull,0.045,30,0.45,
SWSRO,East Ayrshire,Buzzard,0.036,31,2.71,
SWSRO,East Ayrshire,Grey heron,0.032,32,3.17,
SWSRO,East Ayrshire,Sparrowhawk,0.032,33,3.17,
SWSRO,East Ayrshire,Nuthatch,0.027,34,2.26,
SWSRO,East Ayrshire,Pied wagtail,0.027,35,1.81,
SWSRO,East Ayrshire,Brambling,0.018,36,0.9,
SWSRO,East Ayrshire,Reed bunting,0.018,37,1.36,
SWSRO,East Ayrshire,Grey wagtail,0.009,38,0.9,
SWSRO,East Ayrshire,Hooded crow,0.009,39,0.45,
SWSRO,East Ayrshire,Kestrel,0.009,40,0.9,
SWSRO,East Ayrshire,Raven,0.009,41,0.45,
SWSRO,East Ayrshire,Treecreeper,0.009,42,0.9,
SWSRO,East Ayrshire,Goldcrest,0.005,43,0.45,
SWSRO,East Ayrshire,Lesser spotted woodpecker,0.005,44,0.45,
SWSRO,East Ayrshire,Mistle thrush,0.005,45,0.45,
SWSRO,East Ayrshire,Red legged partridge,0.005,46,0.45,
SWSRO,East Ayrshire,Barn owl,0,47,0,
SWSRO,East Ayrshire,Black headed gull,0,48,0,
SWSRO,East Ayrshire,Black redstart,0,49,0,
SWSRO,East Ayrshire,Blackcap,0,50,0,
SWSRO,East Ayrshire,Chiffchaff,0,51,0,
SWSRO,East Ayrshire,Corn bunting,0,52,0,
SWSRO,East Ayrshire,Fieldfare,0,53,0,
SWSRO,East Ayrshire,Great black backed gull,0,54,0,
SWSRO,East Ayrshire,Green woodpecker,0,55,0,
SWSRO,East Ayrshire,Grey partridge,0,56,0,
SWSRO,East Ayrshire,Jay,0,57,0,
SWSRO,East Ayrshire,Lapwing,0,58,0,
SWSRO,East Ayrshire,Lesser black backed gull,0,59,0,
SWSRO,East Ayrshire,Linnet,0,60,0,
SWSRO,East Ayrshire,Little owl,0,61,0,
SWSRO,East Ayrshire,Mallard,0,62,0,
SWSRO,East Ayrshire,Marsh tit,0,63,0,
SWSRO,East Ayrshire,Meadow pipit,0,64,0,
SWSRO,East Ayrshire,Moorhen,0,65,0,
SWSRO,East Ayrshire,Red Kite,0,66,0,
SWSRO,East Ayrshire,Redwing,0,67,0,
SWSRO,East Ayrshire,Ring necked parakeet,0,68,0,
SWSRO,East Ayrshire,Skylark,0,69,0,
SWSRO,East Ayrshire,Stock dove,0,70,0,
SWSRO,East Ayrshire,Tawny owl,0,71,0,
SWSRO,East Ayrshire,Waxwing,0,72,0,
SWSRO,East Ayrshire,Willow tit,0,73,0,
SWSRO,East Dunbartonshire,House sparrow,3.318,1,53.82,
SWSRO,East Dunbartonshire,Woodpigeon,2.711,2,79.09,
SWSRO,East Dunbartonshire,Starling,2.344,3,38.91,
SWSRO,East Dunbartonshire,Blue tit,2.044,4,71.82,
SWSRO,East Dunbartonshire,Blackbird,1.76,5,79.27,
SWSRO,East Dunbartonshire,Chaffinch,1.758,6,49.45,
SWSRO,East Dunbartonshire,Feral pigeon,1.37,7,29.97,
SWSRO,East Dunbartonshire,Magpie,1.355,8,62.18,
SWSRO,East Dunbartonshire,Robin,1.133,9,79.45,
SWSRO,East Dunbartonshire,Dunnock,1.036,10,51.09,
SWSRO,East Dunbartonshire,Great tit,1.018,11,47.64,
SWSRO,East Dunbartonshire,Goldfinch,1.011,12,23.09,
SWSRO,East Dunbartonshire,Jackdaw,0.941,13,27.13,
SWSRO,East Dunbartonshire,Coal tit,0.789,14,42.91,
SWSRO,East Dunbartonshire,Long tailed tit,0.625,15,12.91,
SWSRO,East Dunbartonshire,Carrion crow,0.548,16,22.22,
SWSRO,East Dunbartonshire,Siskin,0.517,17,12.66,
SWSRO,East Dunbartonshire,Greenfinch,0.458,18,17.82,
SWSRO,East Dunbartonshire,Collared dove,0.433,19,19.82,
SWSRO,East Dunbartonshire,Redpoll,0.251,20,6.98,
SWSRO,East Dunbartonshire,Wren,0.14,21,11.11,
SWSRO,East Dunbartonshire,Bullfinch,0.134,22,5.68,
SWSRO,East Dunbartonshire,Tree sparrow,0.124,23,2.07,
SWSRO,East Dunbartonshire,Rook,0.085,24,2.84,
SWSRO,East Dunbartonshire,Great spotted woodpecker,0.07,25,6.2,
SWSRO,East Dunbartonshire,Song thrush,0.07,26,6.46,
SWSRO,East Dunbartonshire,Pheasant,0.044,27,2.33,
SWSRO,East Dunbartonshire,Sparrowhawk,0.041,28,4.13,
SWSRO,East Dunbartonshire,Goldcrest,0.028,29,2.07,
SWSRO,East Dunbartonshire,Herring gull,0.018,30,1.03,
SWSRO,East Dunbartonshire,Reed bunting,0.018,31,1.03,
SWSRO,East Dunbartonshire,Stock dove,0.018,32,1.03,
SWSRO,East Dunbartonshire,Mallard,0.013,33,0.52,
SWSRO,East Dunbartonshire,Blackcap,0.008,34,0.52,
SWSRO,East Dunbartonshire,Grey wagtail,0.008,35,0.78,
SWSRO,East Dunbartonshire,Hooded crow,0.008,36,0.52,
SWSRO,East Dunbartonshire,Yellowhammer,0.008,37,0.26,
SWSRO,East Dunbartonshire,Grey heron,0.005,38,0.52,
SWSRO,East Dunbartonshire,Lesser spotted woodpecker,0.005,39,0.52,
SWSRO,East Dunbartonshire,Mistle thrush,0.005,40,0.52,
SWSRO,East Dunbartonshire,Black headed gull,0.003,41,0.26,
SWSRO,East Dunbartonshire,Buzzard,0.003,42,0.26,
SWSRO,East Dunbartonshire,Chiffchaff,0.003,43,0.26,
SWSRO,East Dunbartonshire,Common gull,0.003,44,0.26,
SWSRO,East Dunbartonshire,Jay,0.003,45,0.26,
SWSRO,East Dunbartonshire,Lesser black backed gull,0.003,46,0.26,
SWSRO,East Dunbartonshire,Linnet,0.003,47,0.26,
SWSRO,East Dunbartonshire,Pied wagtail,0.003,48,0.26,
SWSRO,East Dunbartonshire,Treecreeper,0.003,49,0.26,
SWSRO,East Dunbartonshire,Barn owl,0,50,0,
SWSRO,East Dunbartonshire,Black redstart,0,51,0,
SWSRO,East Dunbartonshire,Brambling,0,52,0,
SWSRO,East Dunbartonshire,Corn bunting,0,53,0,
SWSRO,East Dunbartonshire,Fieldfare,0,54,0,
SWSRO,East Dunbartonshire,Great black backed gull,0,55,0,
SWSRO,East Dunbartonshire,Green woodpecker,0,56,0,
SWSRO,East Dunbartonshire,Grey partridge,0,57,0,
SWSRO,East Dunbartonshire,Kestrel,0,58,0,
SWSRO,East Dunbartonshire,Lapwing,0,59,0,
SWSRO,East Dunbartonshire,Little owl,0,60,0,
SWSRO,East Dunbartonshire,Marsh tit,0,61,0,
SWSRO,East Dunbartonshire,Meadow pipit,0,62,0,
SWSRO,East Dunbartonshire,Moorhen,0,63,0,
SWSRO,East Dunbartonshire,Nuthatch,0,64,0,
SWSRO,East Dunbartonshire,Raven,0,65,0,
SWSRO,East Dunbartonshire,Red Kite,0,66,0,
SWSRO,East Dunbartonshire,Red legged partridge,0,67,0,
SWSRO,East Dunbartonshire,Redwing,0,68,0,
SWSRO,East Dunbartonshire,Ring necked parakeet,0,69,0,
SWSRO,East Dunbartonshire,Skylark,0,70,0,
SWSRO,East Dunbartonshire,Tawny owl,0,71,0,
SWSRO,East Dunbartonshire,Waxwing,0,72,0,
SWSRO,East Dunbartonshire,Willow tit,0,73,0,
SWSRO,East Lothian,House sparrow,6.901,1,67.56,
SWSRO,East Lothian,Blackbird,2.582,2,83.65,
SWSRO,East Lothian,Chaffinch,2.582,3,55.23,
SWSRO,East Lothian,Blue tit,2.464,4,72.65,
SWSRO,East Lothian,Starling,2.013,5,27.08,
SWSRO,East Lothian,Woodpigeon,1.941,6,59.52,
SWSRO,East Lothian,Goldfinch,1.592,7,28.69,
SWSRO,East Lothian,Collared dove,1.083,8,43.43,
SWSRO,East Lothian,Tree sparrow,1.082,9,15.69,
SWSRO,East Lothian,Robin,1.027,10,77.48,
SWSRO,East Lothian,Dunnock,1.019,11,50.4,
SWSRO,East Lothian,Great tit,0.912,12,46.92,
SWSRO,East Lothian,Feral pigeon,0.827,13,21.18,
SWSRO,East Lothian,Coal tit,0.788,14,41.29,
SWSRO,East Lothian,Jackdaw,0.62,15,17.25,
SWSRO,East Lothian,Magpie,0.603,16,35.66,
SWSRO,East Lothian,Carrion crow,0.561,17,25.49,
SWSRO,East Lothian,Greenfinch,0.531,18,20.64,
SWSRO,East Lothian,Long tailed tit,0.381,19,9.38,
SWSRO,East Lothian,Wren,0.184,20,16.86,
SWSRO,East Lothian,Pheasant,0.173,21,7.45,
SWSRO,East Lothian,Great spotted woodpecker,0.145,22,11.76,
SWSRO,East Lothian,Siskin,0.141,23,4.71,
SWSRO,East Lothian,Common gull,0.094,24,1.96,
SWSRO,East Lothian,Sparrowhawk,0.082,25,8.24,
SWSRO,East Lothian,Redpoll,0.075,26,3.53,
SWSRO,East Lothian,Song thrush,0.067,27,5.1,
SWSRO,East Lothian,Nuthatch,0.039,28,3.14,
SWSRO,East Lothian,Herring gull,0.035,29,2.75,
SWSRO,East Lothian,Rook,0.035,30,1.18,
SWSRO,East Lothian,Bullfinch,0.031,31,1.96,
SWSRO,East Lothian,Yellowhammer,0.031,32,1.57,
SWSRO,East Lothian,Black headed gull,0.024,33,0.78,
SWSRO,East Lothian,Buzzard,0.02,34,1.57,
SWSRO,East Lothian,Treecreeper,0.012,35,1.18,
SWSRO,East Lothian,Blackcap,0.008,36,0.78,
SWSRO,East Lothian,Jay,0.008,37,0.39,
SWSRO,East Lothian,Mistle thrush,0.008,38,0.39,
SWSRO,East Lothian,Brambling,0.004,39,0.39,
SWSRO,East Lothian,Fieldfare,0.004,40,0.39,
SWSRO,East Lothian,Goldcrest,0.004,41,0.39,
SWSRO,East Lothian,Pied wagtail,0.004,42,0.39,
SWSRO,East Lothian,Willow tit,0.004,43,0.39,
SWSRO,East Lothian,Barn owl,0,44,0,
SWSRO,East Lothian,Black redstart,0,45,0,
SWSRO,East Lothian,Chiffchaff,0,46,0,
SWSRO,East Lothian,Corn bunting,0,47,0,
SWSRO,East Lothian,Great black backed gull,0,48,0,
SWSRO,East Lothian,Green woodpecker,0,49,0,
SWSRO,East Lothian,Grey heron,0,50,0,
SWSRO,East Lothian,Grey partridge,0,51,0,
SWSRO,East Lothian,Grey wagtail,0,52,0,
SWSRO,East Lothian,Hooded crow,0,53,0,
SWSRO,East Lothian,Kestrel,0,54,0,
SWSRO,East Lothian,Lapwing,0,55,0,
SWSRO,East Lothian,Lesser black backed gull,0,56,0,
SWSRO,East Lothian,Lesser spotted woodpecker,0,57,0,
SWSRO,East Lothian,Linnet,0,58,0,
SWSRO,East Lothian,Little owl,0,59,0,
SWSRO,East Lothian,Mallard,0,60,0,
SWSRO,East Lothian,Marsh tit,0,61,0,
SWSRO,East Lothian,Meadow pipit,0,62,0,
SWSRO,East Lothian,Moorhen,0,63,0,
SWSRO,East Lothian,Raven,0,64,0,
SWSRO,East Lothian,Red Kite,0,65,0,
SWSRO,East Lothian,Red legged partridge,0,66,0,
SWSRO,East Lothian,Redwing,0,67,0,
SWSRO,East Lothian,Reed bunting,0,68,0,
SWSRO,East Lothian,Ring necked parakeet,0,69,0,
SWSRO,East Lothian,Skylark,0,70,0,
SWSRO,East Lothian,Stock dove,0,71,0,
SWSRO,East Lothian,Tawny owl,0,72,0,
SWSRO,East Lothian,Waxwing,0,73,0,
SWSRO,East Renfrewshire,House sparrow,2.907,1,49.4,
SWSRO,East Renfrewshire,Woodpigeon,2.208,2,71.39,
SWSRO,East Renfrewshire,Blue tit,2.136,3,75.3,
SWSRO,East Renfrewshire,Starling,1.973,4,34.34,
SWSRO,East Renfrewshire,Chaffinch,1.934,5,50,
SWSRO,East Renfrewshire,Blackbird,1.798,6,82.23,
SWSRO,East Renfrewshire,Feral pigeon,1.309,7,28.18,
SWSRO,East Renfrewshire,Magpie,1.283,8,62.35,
SWSRO,East Renfrewshire,Jackdaw,1.245,9,35.45,
SWSRO,East Renfrewshire,Great tit,1.229,10,52.41,
SWSRO,East Renfrewshire,Dunnock,1.075,11,53.31,
SWSRO,East Renfrewshire,Robin,1.057,12,77.41,
SWSRO,East Renfrewshire,Goldfinch,1.015,13,20.78,
SWSRO,East Renfrewshire,Coal tit,0.819,14,39.46,
SWSRO,East Renfrewshire,Carrion crow,0.764,15,25,
SWSRO,East Renfrewshire,Collared dove,0.741,16,33.43,
SWSRO,East Renfrewshire,Greenfinch,0.5,17,15.06,
SWSRO,East Renfrewshire,Long tailed tit,0.491,18,10.24,
SWSRO,East Renfrewshire,Siskin,0.264,19,7.27,
SWSRO,East Renfrewshire,Wren,0.173,20,16.36,
SWSRO,East Renfrewshire,Bullfinch,0.15,21,7.27,
SWSRO,East Renfrewshire,Song thrush,0.127,22,11.82,
