county,species,Mean,Rank,% gardens
East Yorkshire,Great_spotted_woodpecker ,0.19,26,16.17
East Yorkshire,Herring_gull ,0.18,27,5.33
East Yorkshire,Fieldfare ,0.17,28,2.18
East Yorkshire,Song_thrush ,0.14,29,9.76
East Yorkshire,Sparrowhawk ,0.11,30,10.88
East Yorkshire,Moorhen ,0.09,31,4.64
East Yorkshire,Mallard ,0.08,32,1.09
East Yorkshire,Pied_wagtail ,0.07,33,4.48
East Yorkshire,Stock_dove ,0.07,34,3.41
East Yorkshire,Goldcrest ,0.05,35,4.35
East Yorkshire,Yellowhammer ,0.04,36,1.63
East Yorkshire,Blackcap ,0.03,37,2.85
East Yorkshire,Redwing ,0.03,38,1.50
East Yorkshire,Siskin ,0.03,39,0.82
East Yorkshire,Mistle_thrush ,0.03,40,2.04
East Yorkshire,Reed_bunting ,0.03,41,1.77
East Yorkshire,Kestrel ,0.03,42,2.58
East Yorkshire,Jay ,0.02,43,1.90
East Yorkshire,Treecreeper ,0.02,44,1.90
East Yorkshire,Marsh_tit ,0.02,45,1.77
East Yorkshire,Grey_heron ,0.02,46,2.04
East Yorkshire,Lesser_spotted_woodpecker ,0.02,47,1.77
East Yorkshire,Buzzard ,0.02,48,1.22
East Yorkshire,Lapwing,0.01,49,0.14
East Yorkshire,Willow_tit ,0.01,50,1.36
East Yorkshire,Barn_owl ,0.01,51,1.36
East Yorkshire,Lesser_black_backed_gull ,0.01,52,0.27
East Yorkshire,Redpoll ,0.01,53,0.54
East Yorkshire,Brambling ,0.01,54,0.68
East Yorkshire,Chiffchaff ,0.01,55,0.54
East Yorkshire,Grey_wagtail ,0.01,56,0.41
East Yorkshire,Red_legged_partridge ,0.00,57,0.27
East Yorkshire,Great_black_backed_gull ,0.00,58,0.27
East Yorkshire,Green_woodpecker ,0.00,59,0.41
East Yorkshire,Linnet ,0.00,60,0.27
East Yorkshire,Raven ,0.00,61,0.27
East Yorkshire,Waxwing,0.00,62,0.27
East Yorkshire,Red_Kite ,0.00,63,0.27
East Yorkshire,Tawny_owl ,0.00,64,0.27
East Yorkshire,Black_redstart,0.00,65,0.14
East Yorkshire,Hooded_crow ,0.00,66,0.14
East Yorkshire,Little_owl ,0.00,67,0.14
East Yorkshire,Nuthatch ,0.00,68,0.14
East Yorkshire,Corn_bunting,0.00,69,0.00
East Yorkshire,Grey_partridge ,0.00,70,0.00
East Yorkshire,Meadow_pipit,0.00,71,0.00
East Yorkshire,Ring_necked_parakeet ,0.00,72,0.00
East Yorkshire,Skylark,0.00,73,0.00
Eilean Siar,Starling ,17.14,1,85.51
Eilean Siar,House_sparrow ,9.65,2,73.91
Eilean Siar,Blackbird ,2.96,3,90.00
Eilean Siar,Feral_pigeon ,2.26,4,30.43
Eilean Siar,Chaffinch ,1.66,5,40.00
Eilean Siar,Collared_dove ,1.60,6,43.28
Eilean Siar,Greenfinch ,1.39,7,32.84
Eilean Siar,Robin ,1.20,8,81.43
Eilean Siar,Goldfinch ,1.10,9,15.71
Eilean Siar,Hooded_crow ,1.08,10,54.17
Eilean Siar,Herring_gull ,0.83,11,33.33
Eilean Siar,Carrion_crow ,0.63,12,19.57
Eilean Siar,Redwing ,0.63,13,25.00
Eilean Siar,Song_thrush ,0.61,14,36.96
Eilean Siar,Woodpigeon ,0.54,15,14.29
Eilean Siar,Wren ,0.49,16,33.33
Eilean Siar,Blue_tit ,0.49,17,20.00
Eilean Siar,Dunnock ,0.39,18,18.57
Eilean Siar,Coal_tit ,0.31,19,18.57
Eilean Siar,Common_gull ,0.21,20,12.50
Eilean Siar,Pheasant ,0.08,21,4.17
Eilean Siar,Rook ,0.08,22,4.17
Eilean Siar,Sparrowhawk ,0.08,23,8.33
Eilean Siar,Great_tit ,0.07,24,2.86
Eilean Siar,Jackdaw ,0.04,25,4.35
Eilean Siar,Blackcap ,0.04,26,4.17
Eilean Siar,Buzzard ,0.04,27,4.17
Eilean Siar,Fieldfare ,0.04,28,4.17
Eilean Siar,Grey_heron ,0.04,29,4.17
Eilean Siar,Meadow_pipit,0.04,30,4.17
Eilean Siar,Mistle_thrush ,0.04,31,4.17
Eilean Siar,Treecreeper ,0.04,32,4.17
Eilean Siar,Barn_owl ,0.00,33,0.00
Eilean Siar,Black_headed_gull ,0.00,34,0.00
Eilean Siar,Black_redstart,0.00,35,0.00
Eilean Siar,Brambling ,0.00,36,0.00
Eilean Siar,Bullfinch ,0.00,37,0.00
Eilean Siar,Chiffchaff ,0.00,38,0.00
Eilean Siar,Corn_bunting,0.00,39,0.00
Eilean Siar,Goldcrest ,0.00,40,0.00
Eilean Siar,Great_black_backed_gull ,0.00,41,0.00
Eilean Siar,Great_spotted_woodpecker ,0.00,42,0.00
Eilean Siar,Green_woodpecker ,0.00,43,0.00
Eilean Siar,Grey_partridge ,0.00,44,0.00
Eilean Siar,Grey_wagtail ,0.00,45,0.00
Eilean Siar,Jay ,0.00,46,0.00
Eilean Siar,Kestrel ,0.00,47,0.00
Eilean Siar,Lapwing,0.00,48,0.00
Eilean Siar,Lesser_black_backed_gull ,0.00,49,0.00
Eilean Siar,Lesser_spotted_woodpecker ,0.00,50,0.00
Eilean Siar,Linnet ,0.00,51,0.00
Eilean Siar,Little_owl ,0.00,52,0.00
Eilean Siar,Long_tailed_tit ,0.00,53,0.00
Eilean Siar,Magpie ,0.00,54,0.00
Eilean Siar,Mallard ,0.00,55,0.00
Eilean Siar,Marsh_tit ,0.00,56,0.00
Eilean Siar,Moorhen ,0.00,57,0.00
Eilean Siar,Nuthatch ,0.00,58,0.00
Eilean Siar,Pied_wagtail ,0.00,59,0.00
Eilean Siar,Raven ,0.00,60,0.00
Eilean Siar,Red_Kite ,0.00,61,0.00
Eilean Siar,Red_legged_partridge ,0.00,62,0.00
Eilean Siar,Redpoll ,0.00,63,0.00
Eilean Siar,Reed_bunting ,0.00,64,0.00
Eilean Siar,Ring_necked_parakeet ,0.00,65,0.00
Eilean Siar,Siskin ,0.00,66,0.00
Eilean Siar,Skylark,0.00,67,0.00
Eilean Siar,Stock_dove ,0.00,68,0.00
Eilean Siar,Tawny_owl ,0.00,69,0.00
Eilean Siar,Tree_sparrow ,0.00,70,0.00
Eilean Siar,Waxwing,0.00,71,0.00
Eilean Siar,Willow_tit ,0.00,72,0.00
Eilean Siar,Yellowhammer ,0.00,73,0.00
Essex,House_sparrow ,4.39,1,68.05
Essex,Starling ,4.02,2,57.85
Essex,Blue_tit ,2.81,3,83.57
Essex,Blackbird ,2.61,4,90.63
Essex,Woodpigeon ,2.50,5,78.53
Essex,Collared_dove ,2.10,6,70.20
Essex,Great_tit ,1.41,7,55.84
Essex,Robin ,1.39,8,84.40
Essex,Magpie ,1.17,9,54.88
Essex,Chaffinch ,0.97,10,35.12
Essex,Goldfinch ,0.97,11,23.75
Essex,Dunnock ,0.80,12,41.95
Essex,Long_tailed_tit ,0.73,13,20.88
Essex,Feral_pigeon ,0.64,14,17.49
Essex,Common_gull ,0.61,15,12.08
Essex,Carrion_crow ,0.55,16,22.56
Essex,Jay ,0.43,17,29.91
Essex,Jackdaw ,0.41,18,12.74
Essex,Greenfinch ,0.40,19,15.76
Essex,Black_headed_gull ,0.39,20,7.73
Essex,Coal_tit ,0.31,21,16.82
Essex,Wren ,0.30,22,25.05
Essex,Pheasant ,0.29,23,12.54
Essex,Rook ,0.29,24,6.16
Essex,Great_spotted_woodpecker ,0.26,25,22.05
Essex,Song_thrush ,0.16,26,13.10
Essex,Pied_wagtail ,0.14,27,9.91
Essex,Fieldfare ,0.14,28,2.48
Essex,Green_woodpecker ,0.13,29,12.01
Essex,Herring_gull ,0.13,30,3.72
Essex,Tree_sparrow ,0.10,31,2.00
Essex,Bullfinch ,0.10,32,5.71
Essex,Mallard ,0.09,33,1.68
Essex,Moorhen ,0.08,34,3.20
Essex,Redwing ,0.07,35,1.80
Essex,Ring_necked_parakeet ,0.07,36,1.96
Essex,Blackcap ,0.06,37,4.83
Essex,Sparrowhawk ,0.05,38,5.19
Essex,Nuthatch ,0.04,39,2.60
Essex,Grey_heron ,0.03,40,3.00
Essex,Lesser_spotted_woodpecker ,0.03,41,2.76
Essex,Kestrel ,0.03,42,2.40
Essex,Goldcrest ,0.02,43,1.84
Essex,Stock_dove ,0.02,44,1.16
Essex,Mistle_thrush ,0.02,45,1.76
Essex,Red_legged_partridge ,0.02,46,0.68
Essex,Buzzard ,0.02,47,1.60
Essex,Lesser_black_backed_gull ,0.02,48,0.68
Essex,Siskin ,0.02,49,0.84
Essex,Reed_bunting ,0.01,50,0.60
Essex,Grey_wagtail ,0.01,51,1.12
Essex,Yellowhammer ,0.01,52,0.44
Essex,Redpoll ,0.01,53,0.40
Essex,Treecreeper ,0.01,54,0.64
Essex,Barn_owl ,0.01,55,0.56
Essex,Brambling ,0.01,56,0.24
Essex,Willow_tit ,0.00,57,0.40
Essex,Marsh_tit ,0.00,58,0.36
Essex,Raven ,0.00,59,0.20
Essex,Linnet ,0.00,60,0.16
Essex,Hooded_crow ,0.00,61,0.16
Essex,Chiffchaff ,0.00,62,0.24
Essex,Great_black_backed_gull ,0.00,63,0.12
Essex,Waxwing,0.00,64,0.04
Essex,Black_redstart,0.00,65,0.08
Essex,Corn_bunting,0.00,66,0.08
Essex,Red_Kite ,0.00,67,0.12
Essex,Grey_partridge ,0.00,68,0.04
Essex,Tawny_owl ,0.00,69,0.04
Essex,Lapwing,0.00,70,0.04
Essex,Little_owl ,0.00,71,0.04
Essex,Meadow_pipit,0.00,72,0.04
Essex,Skylark,0.00,73,0.00
Falkirk,House_sparrow ,6.32,1,74.94
Falkirk,Starling ,5.66,2,58.16
Falkirk,Blue_tit ,2.67,3,76.15
Falkirk,Blackbird ,2.61,4,89.40
Falkirk,Magpie ,1.62,5,69.20
Falkirk,Chaffinch ,1.57,6,43.81
Falkirk,Robin ,1.53,7,91.95
Falkirk,Woodpigeon ,1.51,8,60.09
Falkirk,Feral_pigeon ,1.50,9,31.49
Falkirk,Goldfinch ,1.31,10,22.71
Falkirk,Great_tit ,1.14,11,45.87
Falkirk,Carrion_crow ,1.13,12,38.96
Falkirk,Collared_dove ,0.94,13,36.70
Falkirk,Jackdaw ,0.84,14,26.38
Falkirk,Tree_sparrow ,0.83,15,12.12
Falkirk,Dunnock ,0.83,16,40.32
Falkirk,Coal_tit ,0.66,17,36.01
Falkirk,Long_tailed_tit ,0.51,18,11.49
Falkirk,Rook ,0.44,19,16.16
Falkirk,Greenfinch ,0.42,20,17.05
Falkirk,Wren ,0.39,21,31.60
Falkirk,Mallard ,0.33,22,2.02
Falkirk,Bullfinch ,0.29,23,12.12
Falkirk,Great_spotted_woodpecker ,0.29,24,23.23
Falkirk,Siskin ,0.26,25,10.10
Falkirk,Black_headed_gull ,0.20,26,5.05
Falkirk,Redpoll ,0.19,27,10.10
Falkirk,Common_gull ,0.17,28,7.07
Falkirk,Song_thrush ,0.14,29,11.40
Falkirk,Reed_bunting ,0.13,30,9.18
Falkirk,Pheasant ,0.13,31,5.05
Falkirk,Sparrowhawk ,0.13,32,13.13
Falkirk,Herring_gull ,0.11,33,4.04
Falkirk,Yellowhammer ,0.11,34,7.07
Falkirk,Buzzard ,0.10,35,10.10
Falkirk,Grey_wagtail ,0.07,36,6.06
Falkirk,Stock_dove ,0.06,37,3.03
Falkirk,Blackcap ,0.05,38,4.04
Falkirk,Pied_wagtail ,0.05,39,4.04
Falkirk,Fieldfare ,0.04,40,1.01
Falkirk,Grey_heron ,0.04,41,4.04
Falkirk,Redwing ,0.04,42,2.02
Falkirk,Brambling ,0.03,43,2.02
Falkirk,Goldcrest ,0.03,44,3.03
Falkirk,Linnet ,0.03,45,2.02
Falkirk,Mistle_thrush ,0.03,46,2.02
Falkirk,Green_woodpecker ,0.01,47,1.01
Falkirk,Jay ,0.01,48,1.01
Falkirk,Lesser_spotted_woodpecker ,0.01,49,1.01
Falkirk,Moorhen ,0.01,50,1.01
Falkirk,Raven ,0.01,51,1.01
Falkirk,Treecreeper ,0.01,52,1.01
Falkirk,Barn_owl ,0.00,53,0.00
Falkirk,Black_redstart,0.00,54,0.00
Falkirk,Chiffchaff ,0.00,55,0.00
Falkirk,Corn_bunting,0.00,56,0.00
Falkirk,Great_black_backed_gull ,0.00,57,0.00
Falkirk,Grey_partridge ,0.00,58,0.00
Falkirk,Hooded_crow ,0.00,59,0.00
Falkirk,Kestrel ,0.00,60,0.00
Falkirk,Lapwing,0.00,61,0.00
Falkirk,Lesser_black_backed_gull ,0.00,62,0.00
Falkirk,Little_owl ,0.00,63,0.00
Falkirk,Marsh_tit ,0.00,64,0.00
Falkirk,Meadow_pipit,0.00,65,0.00
Falkirk,Nuthatch ,0.00,66,0.00
Falkirk,Red_Kite ,0.00,67,0.00
Falkirk,Red_legged_partridge ,0.00,68,0.00
Falkirk,Ring_necked_parakeet ,0.00,69,0.00
Falkirk,Skylark,0.00,70,0.00
Falkirk,Tawny_owl ,0.00,71,0.00
Falkirk,Waxwing,0.00,72,0.00
Falkirk,Willow_tit ,0.00,73,0.00
Fermanagh,Chaffinch ,6.10,1,88.89
Fermanagh,House_sparrow ,5.14,2,66.67
Fermanagh,Blue_tit ,3.39,3,88.03
Fermanagh,Goldfinch ,2.71,4,47.41
Fermanagh,Starling ,2.68,5,45.30
Fermanagh,Blackbird ,2.31,6,88.89
Fermanagh,Robin ,2.16,7,95.73
Fermanagh,Great_tit ,1.87,8,70.09
Fermanagh,Coal_tit ,1.48,9,60.68
Fermanagh,Jackdaw ,1.46,10,34.94
Fermanagh,Magpie ,1.32,11,60.68
Fermanagh,Collared_dove ,1.08,12,42.74
Fermanagh,Woodpigeon ,0.99,13,26.50
Fermanagh,Hooded_crow ,0.90,14,48.64
Fermanagh,Pied_wagtail ,0.80,15,46.34
Fermanagh,Greenfinch ,0.80,16,29.06
Fermanagh,Long_tailed_tit ,0.59,17,14.53
Fermanagh,Rook ,0.54,18,19.51
Fermanagh,Wren ,0.52,19,39.76
Fermanagh,Siskin ,0.44,20,14.63
Fermanagh,Dunnock ,0.42,21,28.21
Fermanagh,Pheasant ,0.41,22,9.76
Fermanagh,Feral_pigeon ,0.37,23,8.43
Fermanagh,Bullfinch ,0.37,24,12.20
Fermanagh,Song_thrush ,0.31,25,20.48
Fermanagh,Raven ,0.12,26,4.88
Fermanagh,Redpoll ,0.12,27,9.76
Fermanagh,Jay ,0.10,28,4.88
Fermanagh,Linnet ,0.10,29,7.32
Fermanagh,Treecreeper ,0.10,30,7.32
Fermanagh,Buzzard ,0.07,31,4.88
Fermanagh,Grey_wagtail ,0.07,32,4.88
Fermanagh,Grey_heron ,0.05,33,4.88
Fermanagh,Mallard ,0.05,34,2.44
Fermanagh,Blackcap ,0.02,35,2.44
Fermanagh,Goldcrest ,0.02,36,2.44
Fermanagh,Herring_gull ,0.02,37,2.44
Fermanagh,Mistle_thrush ,0.02,38,2.44
Fermanagh,Reed_bunting ,0.02,39,2.44
Fermanagh,Carrion_crow ,0.00,40,0.00
Fermanagh,Barn_owl ,0.00,41,0.00
Fermanagh,Black_headed_gull ,0.00,42,0.00
Fermanagh,Black_redstart,0.00,43,0.00
Fermanagh,Brambling ,0.00,44,0.00
Fermanagh,Chiffchaff ,0.00,45,0.00
Fermanagh,Common_gull ,0.00,46,0.00
Fermanagh,Corn_bunting,0.00,47,0.00
Fermanagh,Fieldfare ,0.00,48,0.00
Fermanagh,Great_black_backed_gull ,0.00,49,0.00
Fermanagh,Great_spotted_woodpecker ,0.00,50,0.00
Fermanagh,Green_woodpecker ,0.00,51,0.00
Fermanagh,Grey_partridge ,0.00,52,0.00
Fermanagh,Kestrel ,0.00,53,0.00
Fermanagh,Lapwing,0.00,54,0.00
Fermanagh,Lesser_black_backed_gull ,0.00,55,0.00
Fermanagh,Lesser_spotted_woodpecker ,0.00,56,0.00
Fermanagh,Little_owl ,0.00,57,0.00
Fermanagh,Marsh_tit ,0.00,58,0.00
Fermanagh,Meadow_pipit,0.00,59,0.00
Fermanagh,Moorhen ,0.00,60,0.00
Fermanagh,Nuthatch ,0.00,61,0.00
Fermanagh,Red_Kite ,0.00,62,0.00
Fermanagh,Red_legged_partridge ,0.00,63,0.00
Fermanagh,Redwing ,0.00,64,0.00
Fermanagh,Ring_necked_parakeet ,0.00,65,0.00
Fermanagh,Skylark,0.00,66,0.00
Fermanagh,Sparrowhawk ,0.00,67,0.00
Fermanagh,Stock_dove ,0.00,68,0.00
Fermanagh,Tawny_owl ,0.00,69,0.00
Fermanagh,Tree_sparrow ,0.00,70,0.00
Fermanagh,Waxwing,0.00,71,0.00
Fermanagh,Willow_tit ,0.00,72,0.00
Fermanagh,Yellowhammer ,0.00,73,0.00
Fife,House_sparrow ,7.61,1,78.71
Fife,Starling ,4.63,2,50.04
Fife,Blackbird ,2.98,3,90.53
Fife,Blue_tit ,2.60,4,77.88
Fife,Woodpigeon ,2.28,5,73.96
Fife,Chaffinch ,1.96,6,47.40
Fife,Robin ,1.56,7,90.59
Fife,Goldfinch ,1.22,8,21.36
Fife,Great_tit ,1.07,9,45.09
Fife,Tree_sparrow ,1.06,10,19.57
Fife,Carrion_crow ,1.02,11,37.98
Fife,Dunnock ,0.91,12,43.54
Fife,Collared_dove ,0.89,13,34.90
Fife,Feral_pigeon ,0.83,14,19.63
Fife,Magpie ,0.83,15,36.84
Fife,Coal_tit ,0.79,16,40.38
Fife,Long_tailed_tit ,0.71,17,14.25
Fife,Common_gull ,0.49,18,12.06
Fife,Greenfinch ,0.47,19,16.00
Fife,Pheasant ,0.45,20,16.04
Fife,Jackdaw ,0.44,21,15.11
Fife,Wren ,0.37,22,28.98
Fife,Bullfinch ,0.24,23,11.80
Fife,Herring_gull ,0.23,24,9.12
Fife,Great_spotted_woodpecker ,0.22,25,18.72
Fife,Rook ,0.20,26,7.53
Fife,Yellowhammer ,0.20,27,8.15
Fife,Black_headed_gull ,0.19,28,5.36
Fife,Buzzard ,0.11,29,7.51
Fife,Song_thrush ,0.11,30,7.96
Fife,Sparrowhawk ,0.10,31,10.16
Fife,Fieldfare ,0.08,32,2.67
Fife,Blackcap ,0.05,33,4.28
Fife,Goldcrest ,0.05,34,4.29
Fife,Pied_wagtail ,0.05,35,3.74
Fife,Siskin ,0.04,36,2.14
Fife,Moorhen ,0.03,37,1.07
Fife,Lesser_black_backed_gull ,0.03,38,0.80
Fife,Treecreeper ,0.03,39,2.41
Fife,Jay ,0.02,40,1.60
Fife,Redpoll ,0.02,41,1.07
Fife,Grey_heron ,0.02,42,1.88
Fife,Lesser_spotted_woodpecker ,0.02,43,1.61
Fife,Red_legged_partridge ,0.02,44,0.54
Fife,Kestrel ,0.02,45,1.87
Fife,Redwing ,0.02,46,0.80
Fife,Grey_wagtail ,0.02,47,1.60
Fife,Waxwing,0.02,48,0.27
Fife,Stock_dove ,0.01,49,0.54
Fife,Brambling ,0.01,50,0.80
Fife,Mallard ,0.01,51,0.53
Fife,Reed_bunting ,0.01,52,0.53
Fife,Raven ,0.01,53,0.53
Fife,Mistle_thrush ,0.01,54,0.53
Fife,Great_black_backed_gull ,0.00,55,0.27
Fife,Meadow_pipit,0.00,56,0.27
Fife,Barn_owl ,0.00,57,0.00
Fife,Black_redstart,0.00,58,0.00
Fife,Chiffchaff ,0.00,59,0.00
Fife,Corn_bunting,0.00,60,0.00
Fife,Green_woodpecker ,0.00,61,0.00
Fife,Grey_partridge ,0.00,62,0.00
Fife,Hooded_crow ,0.00,63,0.00
Fife,Lapwing,0.00,64,0.00
Fife,Linnet ,0.00,65,0.00
Fife,Little_owl ,0.00,66,0.00
Fife,Marsh_tit ,0.00,67,0.00
Fife,Nuthatch ,0.00,68,0.00
Fife,Red_Kite ,0.00,69,0.00
Fife,Ring_necked_parakeet ,0.00,70,0.00
Fife,Skylark,0.00,71,0.00
Fife,Tawny_owl ,0.00,72,0.00
Fife,Willow_tit ,0.00,73,0.00
Flintshire,House_sparrow ,5.48,1,78.63
Flintshire,Blue_tit ,3.44,2,85.14
Flintshire,Blackbird ,3.01,3,92.91
Flintshire,Starling ,2.20,4,35.92
Flintshire,Woodpigeon ,1.66,5,63.06
Flintshire,Great_tit ,1.54,6,57.77
Flintshire,Chaffinch ,1.54,7,49.78
Flintshire,Robin ,1.48,8,86.37
Flintshire,Goldfinch ,1.41,9,32.77
Flintshire,Magpie ,1.21,10,55.91
Flintshire,Collared_dove ,1.18,11,49.89
Flintshire,Long_tailed_tit ,1.16,12,25.90
Flintshire,Jackdaw ,1.06,13,27.68
Flintshire,Carrion_crow ,0.99,14,31.20
Flintshire,Dunnock ,0.91,15,44.61
Flintshire,Coal_tit ,0.66,16,33.18
Flintshire,Greenfinch ,0.44,17,16.63
Flintshire,Bullfinch ,0.42,18,18.02
Flintshire,Pheasant ,0.40,19,12.32
Flintshire,Wren ,0.37,20,29.72
Flintshire,Great_spotted_woodpecker ,0.37,21,31.58
Flintshire,Feral_pigeon ,0.36,22,12.64
Flintshire,Nuthatch ,0.34,23,21.75
Flintshire,Common_gull ,0.34,24,8.80
Flintshire,Rook ,0.28,25,7.37
Flintshire,Jay ,0.27,26,17.54
Flintshire,Song_thrush ,0.20,27,16.42
Flintshire,Black_headed_gull ,0.18,28,2.46
Flintshire,Fieldfare ,0.15,29,1.75
Flintshire,Pied_wagtail ,0.13,30,8.77
Flintshire,Herring_gull ,0.11,31,4.21
Flintshire,Blackcap ,0.09,32,7.37
Flintshire,Tree_sparrow ,0.09,33,3.51
Flintshire,Sparrowhawk ,0.09,34,8.77
Flintshire,Buzzard ,0.08,35,5.30
Flintshire,Redwing ,0.07,36,1.76
Flintshire,Lesser_spotted_woodpecker ,0.05,37,3.86
Flintshire,Siskin ,0.05,38,2.81
Flintshire,Treecreeper ,0.05,39,4.56
Flintshire,Mistle_thrush ,0.04,40,2.46
Flintshire,Mallard ,0.03,41,1.05
Flintshire,Grey_heron ,0.02,42,2.11
Flintshire,Kestrel ,0.02,43,2.11
Flintshire,Yellowhammer ,0.02,44,0.70
Flintshire,Grey_wagtail ,0.02,45,1.76
Flintshire,Marsh_tit ,0.02,46,1.41
Flintshire,Raven ,0.02,47,1.06
Flintshire,Redpoll ,0.02,48,1.40
Flintshire,Reed_bunting ,0.02,49,1.05
Flintshire,Green_woodpecker ,0.01,50,1.40
Flintshire,Moorhen ,0.01,51,0.70
Flintshire,Brambling ,0.01,52,0.35
Flintshire,Lesser_black_backed_gull ,0.01,53,0.35
Flintshire,Meadow_pipit,0.01,54,0.35
Flintshire,Red_Kite ,0.01,55,0.35
Flintshire,Goldcrest ,0.00,56,0.35
Flintshire,Linnet ,0.00,57,0.35
Flintshire,Ring_necked_parakeet ,0.00,58,0.35
Flintshire,Waxwing,0.00,59,0.35
Flintshire,Barn_owl ,0.00,60,0.00
Flintshire,Black_redstart,0.00,61,0.00
Flintshire,Chiffchaff ,0.00,62,0.00
Flintshire,Corn_bunting,0.00,63,0.00
Flintshire,Great_black_backed_gull ,0.00,64,0.00
Flintshire,Grey_partridge ,0.00,65,0.00
Flintshire,Hooded_crow ,0.00,66,0.00
Flintshire,Lapwing,0.00,67,0.00
Flintshire,Little_owl ,0.00,68,0.00
Flintshire,Red_legged_partridge ,0.00,69,0.00
Flintshire,Skylark,0.00,70,0.00
Flintshire,Stock_dove ,0.00,71,0.00
Flintshire,Tawny_owl ,0.00,72,0.00
Flintshire,Willow_tit ,0.00,73,0.00
Glasgow City,House_sparrow ,4.60,1,64.67
Glasgow City,Feral_pigeon ,3.48,2,54.15
Glasgow City,Starling ,2.89,3,43.22
Glasgow City,Blue_tit ,2.45,4,78.73
Glasgow City,Magpie ,2.19,5,77.45
Glasgow City,Woodpigeon ,1.87,6,63.98
Glasgow City,Blackbird ,1.84,7,77.87
Glasgow City,Robin ,1.26,8,83.02
Glasgow City,Great_tit ,1.08,9,48.54
Glasgow City,Goldfinch ,1.01,10,20.58
Glasgow City,Chaffinch ,0.78,11,28.47
Glasgow City,Carrion_crow ,0.72,12,28.09
Glasgow City,Common_gull ,0.71,13,16.67
Glasgow City,Dunnock ,0.65,14,31.73
Glasgow City,Coal_tit ,0.63,15,32.42
Glasgow City,Jackdaw ,0.53,16,18.89
Glasgow City,Collared_dove ,0.51,17,20.41
Glasgow City,Bullfinch ,0.49,18,20.00
Glasgow City,Mallard ,0.39,19,4.39
Glasgow City,Black_headed_gull ,0.36,20,4.35
Glasgow City,Long_tailed_tit ,0.35,21,11.49
Glasgow City,Siskin ,0.35,22,13.04
Glasgow City,Greenfinch ,0.28,23,12.52
Glasgow City,Redpoll ,0.24,24,6.09
Glasgow City,Wren ,0.19,25,14.29
Glasgow City,Fieldfare ,0.17,26,6.96
Glasgow City,Great_spotted_woodpecker ,0.16,27,13.04
Glasgow City,Song_thrush ,0.13,28,9.93
Glasgow City,Mistle_thrush ,0.11,29,7.89
Glasgow City,Blackcap ,0.10,30,6.96
Glasgow City,Buzzard ,0.08,31,6.09
Glasgow City,Herring_gull ,0.08,32,1.74
Glasgow City,Sparrowhawk ,0.07,33,6.96
Glasgow City,Tree_sparrow ,0.06,34,2.61
Glasgow City,Goldcrest ,0.05,35,4.39
Glasgow City,Moorhen ,0.05,36,2.63
Glasgow City,Redwing ,0.04,37,3.51
Glasgow City,Nuthatch ,0.04,38,0.87
Glasgow City,Pied_wagtail ,0.04,39,4.35
Glasgow City,Rook ,0.04,40,1.74
Glasgow City,Treecreeper ,0.04,41,3.48
Glasgow City,Great_black_backed_gull ,0.03,42,2.61
Glasgow City,Reed_bunting ,0.03,43,0.87
Glasgow City,Grey_heron ,0.03,44,2.61
Glasgow City,Kestrel ,0.03,45,2.61
Glasgow City,Lesser_spotted_woodpecker ,0.03,46,1.74
Glasgow City,Barn_owl ,0.01,47,0.87
Glasgow City,Grey_wagtail ,0.01,48,0.87
Glasgow City,Lesser_black_backed_gull ,0.01,49,0.87
Glasgow City,Pheasant ,0.01,50,0.87
Glasgow City,Yellowhammer ,0.01,51,0.87
Glasgow City,Black_redstart,0.00,52,0.00
Glasgow City,Brambling ,0.00,53,0.00
Glasgow City,Chiffchaff ,0.00,54,0.00
Glasgow City,Corn_bunting,0.00,55,0.00
Glasgow City,Green_woodpecker ,0.00,56,0.00
Glasgow City,Grey_partridge ,0.00,57,0.00
Glasgow City,Hooded_crow ,0.00,58,0.00
Glasgow City,Jay ,0.00,59,0.00
Glasgow City,Lapwing,0.00,60,0.00
Glasgow City,Linnet ,0.00,61,0.00
Glasgow City,Little_owl ,0.00,62,0.00
Glasgow City,Marsh_tit ,0.00,63,0.00
Glasgow City,Meadow_pipit,0.00,64,0.00
Glasgow City,Raven ,0.00,65,0.00
Glasgow City,Red_Kite ,0.00,66,0.00
Glasgow City,Red_legged_partridge ,0.00,67,0.00
Glasgow City,Ring_necked_parakeet ,0.00,68,0.00
Glasgow City,Skylark,0.00,69,0.00
Glasgow City,Stock_dove ,0.00,70,0.00
Glasgow City,Tawny_owl ,0.00,71,0.00
Glasgow City,Waxwing,0.00,72,0.00
Glasgow City,Willow_tit ,0.00,73,0.00
Gloucestershire,House_sparrow ,4.20,1,66.66
Gloucestershire,Blackbird ,2.71,2,92.70
Gloucestershire,Blue_tit ,2.59,3,81.92
Gloucestershire,Starling ,2.00,4,37.31
Gloucestershire,Woodpigeon ,2.00,5,73.24
Gloucestershire,Robin ,1.49,6,87.25
Gloucestershire,Goldfinch ,1.45,7,31.89
Gloucestershire,Great_tit ,1.40,8,58.06
Gloucestershire,Chaffinch ,1.29,9,42.93
Gloucestershire,Long_tailed_tit ,1.17,10,30.89
Gloucestershire,Magpie ,1.06,11,51.95
Gloucestershire,Dunnock ,1.00,12,49.52
Gloucestershire,Collared_dove ,0.96,13,42.87
Gloucestershire,Jackdaw ,0.86,14,24.65
